subID,HP1,HP2,HP3,HP4,HP5,HP6,HP7,HP8,Age,BIS1,BIS2,BIS3,BIS4,BIS5,BIS6,BIS7,BIS8,BIS9,BIS10,BIS11,BIS12,BIS13,BIS14,BIS15,BIS16,BIS17,BIS18,BIS19,BIS20,BIS21,BIS22,BIS23,BIS24,BIS25,BIS26,BIS27,BIS28,BIS29,BIS30,BIS_score,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,BFI_C_score,P_Q1TP,P_Q2RCS,P_Q3RTP,P_Q4RCS,P_Q5CS,P_Q6RMF,P_Q7TP,P_Q8CS,P_Q9MF,P_Q10RMF,P_Q11RTP,P_Q12RCS,P_Q13RMF,P_Q14TP,P_Q15CS,P_Q16MF,P_Q17CS,P_Q18RCS,P_Q19MF,P_Q20RTP,P_Q21RCS,P_Q22RMF,P_Q23TP,P_Q24MF,P_QR25TP,P_Q26CS,P_Q27MF,P_Q28TP,P_Q29RMF,P_Q30RTP,Planfulness_score,Age,SES1,SES2,threshold,minincome,maxincome,adj_inc,INR
574,3,3,2,2,2,3,4,3,20,3,2,1,2,2,2,2,2,2,3,3,2,3,2,4,2,2,3,2,2,2,2,2,1,2,2,2,3,3,3,2.266666667,4,3,4,4,3,4,3,2,2,4,2,2,4,4,3,3,4,2,4,2,3,4,3,3,2,3,4,4,4,4,4,4,3,2,3,3,2,4,3,2,3,4,1,2,3.113636364,4,3,2,4,2,3,4,4,4,2,3,3,3,4,3,3,3,3,2,3,2,3,4,3,4,3,4,2,3,2,3.066666667,20,6,"$60,000 - $69,999",34337,60000,70000,65000,1.893001718
575,4,4,4,3,3,3,3,4,36,3,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2,1,2,3,1,4,2,2,2,3,2,3,2,3,2.466666667,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,3,1,4,3,1,4,2,2,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,2,4,3.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,"$20,000 - $29,999",24755,20000,30000,25000,1.009896991
576,2,2,1,2,1,5,5,5,39,2,2,3,3,1,1,2,1,2,2,3,2,2,2,4,1,2,2,2,2,1,3,2,1,2,2,3,2,3,4,2.133333333,4,2,4,1,2,4,5,4,2,2,2,1,5,4,2,2,5,5,5,2,4,5,4,2,2,4,1,4,4,3,5,5,4,2,5,2,1,5,4,1,4,5,4,1,3.272727273,5,3,1,4,4,4,4,4,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.7,39,3,"$60,000 - $69,999",18774,60000,70000,65000,3.462235006
577,3,1,1,1,1,5,4,3,37,2,1,2,4,1,1,2,2,1,3,2,3,4,2,4,1,1,1,1,2,1,2,1,1,1,2,4,1,3,3,1.966666667,1,1,5,1,4,5,5,5,4,4,4,1,5,1,3,4,5,5,1,4,5,5,3,4,3,3,1,5,1,4,5,5,5,4,5,1,1,5,2,4,3,4,5,4,3.522727273,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,3,3,5,4,5,5,5,1,1,5,5,3,5,4.1,37,4,"$10,000 - $19,999",24755,10000,20000,5000,0.201979398
578,1,1,1,1,1,5,5,3,27,1,1,2,3,1,1,2,2,1,4,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1.4,1,1,5,1,5,4,5,5,5,4,4,1,5,1,4,4,5,5,1,1,2,5,5,5,4,5,1,5,1,4,1,5,5,5,3,5,1,5,1,3,4,5,5,3,3.522727273,5,5,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,5,4,4,5,4.633333333,27,7,"$30,000 - $39,999",39509,30000,40000,35000,0.885874105
579,1,4,1,2,1,5,5,5,58,2,2,2,3,1,3,3,2,2,3,2,2,3,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,4,3,2.066666667,4,1,5,4,4,3,5,5,4,5,4,1,5,3,4,4,5,4,3,4,3,1,5,1,5,1,2,5,4,4,1,5,5,4,3,5,1,3,1,4,2,5,5,3,3.522727273,5,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,4,4,4,3,4,4,4,4,3.9,58,3,"$20,000 - $29,999",18774,20000,30000,25000,1.331628848
580,2,2,1,2,1,4,4,4,24,2,2,2,1,2,3,2,2,3,2,3,3,2,2,2,1,2,3,2,2,1,2,2,2,1,1,2,2,2,2,2,4,2,4,4,4,4,5,5,2,4,3,3,4,5,3,3,5,5,4,2,3,5,4,4,3,4,3,3,4,2,2,4,4,4,4,4,3,3,2,3,4,4,4,2,3.568181818,4,4,2,3,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,4,3,5,4,2,2,4,4,4,4,4,3.8,24,3,"$90,000 - $99,999",18774,90000,1.00E+05,95000,5.060189624
581,4,3,4,3,5,3,4,3,26,2,3,4,3,3,2,2,2,2,2,4,2,2,3,3,2,3,3,4,2,2,1,2,3,2,2,3,3,1,2,2.466666667,4,4,5,5,4,3,4,1,5,4,3,4,4,4,3,4,4,3,3,4,3,3,2,3,4,4,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3.477272727,3,3,3,2,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2.8,NA,NA,NA,NA,NA,NA,NA,NA
582,1,4,2,2,1,5,4,2,24,1,1,3,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1.466666667,1,4,5,1,2,5,4,5,2,4,2,4,5,4,4,1,2,5,2,4,4,2,5,4,4,5,4,5,2,2,2,3,5,4,2,1,4,5,2,4,4,4,4,1,3.363636364,5,4,4,5,5,4,5,5,5,5,4,3,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,4,5,4.666666667,24,3,"$80,000 - $89,999",18774,80000,90000,85000,4.527538085
583,1,1,1,1,1,5,5,5,42,1,1,1,3,1,2,1,2,3,2,4,1,3,1,1,2,2,3,1,1,2,2,3,1,1,2,3,4,4,3,2.033333333,4,5,5,5,4,5,5,4,1,5,1,1,5,5,5,1,4,5,5,4,4,5,4,1,4,1,4,4,4,5,5,5,5,2,1,2,1,5,5,5,2,5,1,2,3.659090909,4,5,1,5,5,1,4,5,5,1,5,5,4,5,5,2,4,5,4,4,2,4,5,5,1,5,5,4,3,5,3.933333333,42,1,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
584,4,4,1,2,2,5,4,2,44,2,1,2,3,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,3,2,1,3,2,1.766666667,4,4,4,4,5,4,4,4,4,5,3,3,5,4,5,4,3,2,4,5,4,3,4,4,5,5,4,5,4,5,4,5,4,4,4,4,4,5,4,4,5,3,2,5,4.090909091,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4,3,4,3.766666667,44,2,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
585,4,1,1,1,1,5,5,4,67,1,1,4,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,3,1,1,3,1.433333333,4,4,5,4,4,3,4,5,2,5,3,1,5,5,4,5,4,5,5,5,3,4,3,3,4,4,4,5,1,5,4,5,5,5,5,4,1,5,3,4,1,4,5,4,3.931818182,5,4,3,4,5,4,5,5,5,5,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,5,4,4,4,4,4.166666667,67,2,"$140,000-$149,999",14507,140000,150000,145000,9.995174743
586,2,3,1,1,1,4,4,4,68,2,1,3,2,2,1,2,2,2,1,1,2,4,2,3,2,2,2,2,3,1,2,1,2,1,2,2,2,1,2,1.9,2,3,4,4,3,4,4,3,3,3,2,1,5,3,3,3,4,2,2,1,2,5,4,4,3,3,2,4,4,4,2,4,4,3,4,3,2,4,3,3,2,4,3,1,3.090909091,4,3,2,3,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,4,3,3.566666667,68,2,"$60,000 - $69,999",14507,60000,70000,65000,4.480595575
587,3,3,2,3,3,4,3,4,41,2,1,1,2,1,2,2,2,2,2,3,2,2,3,2,2,1,1,1,2,1,1,1,2,1,2,1,2,3,2,1.733333333,2,2,4,3,4,4,4,4,3,5,3,3,4,4,4,4,3,4,3,4,2,4,4,2,4,4,3,4,4,4,4,4,4,3,5,3,2,4,3,4,2,4,4,3,3.522727273,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3.8,41,2,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
588,5,4,4,1,1,5,4,3,33,2,2,3,3,1,3,3,1,2,4,4,1,3,1,2,3,2,1,3,2,2,3,1,1,4,2,2,4,1,1,2.233333333,4,2,5,1,5,4,5,5,5,5,5,1,5,4,5,5,5,4,4,4,2,5,4,4,5,5,1,5,2,5,5,5,5,5,4,5,1,5,4,5,1,5,4,5,4.090909091,5,4,1,2,4,5,4,4,4,4,5,2,3,3,4,4,5,2,4,4,4,5,5,5,3,2,4,4,4,4,3.766666667,33,2,"$40,000 - $49,999",16072,40000,50000,45000,2.799900448
589,2,1,3,1,1,5,5,5,19,2,2,1,2,1,2,1,1,1,2,4,2,1,1,4,1,2,2,1,2,1,2,3,1,1,2,1,4,2,1,1.766666667,2,1,5,3,5,5,5,5,4,5,2,1,5,4,5,4,5,4,5,5,5,5,5,4,3,4,4,5,5,5,5,5,5,4,4,1,3,5,4,5,3,5,5,4,4.159090909,5,2,3,3,5,3,5,3,4,4,5,2,3,3,5,4,5,1,5,3,1,5,4,5,4,5,3,2,2,5,3.633333333,19,6,"$10,000 - $19,999",34337,10000,20000,5000,0.145615517
590,1,1,1,1,1,5,1,5,41,1,1,1,3,4,3,1,3,4,2,4,4,3,3,4,1,2,4,3,4,1,1,4,1,2,1,3,4,2,4,2.6,1,3,3,5,3,1,5,5,1,3,3,1,2,3,1,1,4,5,3,4,3,5,3,1,1,1,1,1,1,2,4,5,4,3,3,1,1,4,5,1,3,1,1,1,2.568181818,5,5,2,1,5,3,4,3,4,5,3,2,1,4,3,4,5,2,3,2,3,3,4,3,1,3,4,5,1,1,3.133333333,41,4,"$80,000 - $89,999",24755,80000,90000,85000,3.433649768
591,1,2,1,2,1,5,5,2,27,1,1,3,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1.466666667,2,4,5,2,5,4,3,5,2,4,3,1,5,4,4,2,3,5,4,4,2,4,5,2,4,5,4,5,1,4,2,3,5,4,4,4,4,5,4,4,3,4,2,3,3.590909091,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,5,5,4,2,5,5,4,4,4,5,4,4,3,5,4.2,27,1,"$20,000 - $29,999",12486,20000,30000,25000,2.002242512
592,3,3,1,3,1,5,5,2,35,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,3,2,1.533333333,4,1,5,2,5,5,4,5,2,5,5,1,5,3,5,3,1,5,5,5,4,1,5,3,4,3,3,5,5,5,5,5,5,1,5,3,1,5,4,4,3,5,5,3,3.818181818,5,2,3,4,5,4,4,5,4,3,5,5,5,5,4,3,4,4,4,4,4,4,4,3,4,2,4,2,4,5,3.933333333,35,4,"$80,000 - $89,999",24755,80000,90000,85000,3.433649768
593,1,1,1,1,1,5,3,3,44,2,1,2,3,1,2,2,2,2,2,2,3,3,1,3,1,1,1,2,3,1,1,1,1,1,1,2,1,1,3,1.733333333,2,2,4,1,3,4,5,4,3,3,4,1,5,2,3,3,5,5,2,3,5,5,5,5,3,1,1,5,3,3,5,4,5,3,3,3,1,4,2,3,4,4,4,1,3.318181818,5,4,2,3,4,4,4,4,3,4,3,4,4,3,4,4,3,3,3,3,4,4,3,4,3,3,4,3,4,3,3.533333333,44,5,"$100,000 - $109,999",29854,1.00E+05,110000,105000,3.517116634
594,4,5,4,4,2,4,4,2,61,1,2,3,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,3,2,1,3,2,3,1,4,1,1.966666667,5,4,5,1,5,4,5,2,2,5,5,1,5,4,4,4,4,4,2,2,4,5,5,2,3,4,4,5,3,5,4,3,3,3,2,3,3,4,4,4,4,4,3,5,3.681818182,4,3,2,3,5,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,2,4,5,2,4,4,4,5,4,3.833333333,61,3,"$120,000-$129,999",18774,120000,130000,125000,6.658144242
595,3,2,3,3,1,5,5,3,24,3,3,2,2,3,4,2,4,4,3,2,3,4,1,4,3,3,1,1,4,1,4,4,4,4,4,1,2,4,1,2.833333333,5,1,3,2,4,1,4,2,1,4,5,1,3,5,5,5,3,1,2,5,4,5,1,1,4,1,1,3,4,5,4,5,4,1,2,4,1,4,5,4,1,5,1,5,3.113636364,4,3,2,4,2,3,1,4,5,1,1,5,4,3,4,1,4,2,2,3,4,3,5,2,1,2,4,4,3,3,2.966666667,24,5,"$70,000 - $79,999",29854,70000,80000,75000,2.512226167
596,1,1,1,1,1,5,5,5,67,1,1,4,4,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,3,1,2,3,1.566666667,1,1,5,1,4,5,5,5,5,3,5,1,5,1,5,5,5,5,1,4,5,5,5,5,4,4,2,5,1,4,1,5,5,5,5,2,1,5,1,3,3,5,5,4,3.681818182,5,5,2,5,4,5,4,5,5,5,2,5,5,4,4,1,5,5,5,5,5,4,5,5,1,4,5,5,4,3,4.233333333,67,1,"$20,000 - $29,999",11511,20000,30000,25000,2.171835635
597,2,2,2,1,1,5,4,5,33,2,1,1,2,2,3,2,3,3,4,3,2,3,2,3,2,1,1,1,3,1,2,3,1,2,3,3,2,3,3,2.233333333,3,1,4,5,4,4,3,4,1,3,2,1,4,4,3,3,4,4,5,3,4,5,5,2,3,2,1,3,4,3,4,5,4,4,4,4,1,4,4,3,4,5,2,2,3.340909091,4,4,4,4,4,2,4,4,4,2,4,3,3,4,4,2,4,4,2,2,3,3,4,2,3,5,4,4,4,4,3.466666667,33,4,"$80,000 - $89,999",24755,80000,90000,85000,3.433649768
598,1,3,3,1,1,5,4,2,62,2,1,3,2,1,2,2,2,3,3,1,1,4,1,3,3,2,1,2,2,3,2,2,1,2,2,3,1,4,2,2.1,4,4,5,3,5,4,4,5,4,5,2,4,5,5,4,2,5,5,3,4,3,4,5,4,3,1,4,5,5,5,1,3,5,4,3,4,4,2,3,4,2,4,5,4,3.840909091,3,4,3,4,4,4,4,4,4,4,4,3,3,2,3,3,4,3,3,4,4,4,2,3,2,2,4,3,2,4,3.333333333,62,1,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
599,1,4,1,4,1,5,4,4,31,2,2,2,3,2,2,3,2,3,4,3,3,4,2,4,1,2,3,2,3,1,2,3,1,2,2,3,4,4,3,2.566666667,2,4,5,2,1,5,4,4,2,4,4,3,5,5,2,2,5,3,5,2,5,4,4,4,2,2,4,5,5,2,5,5,4,2,5,3,3,4,5,3,4,4,2,2,3.568181818,4,2,2,2,2,1,4,2,2,1,2,4,3,2,2,2,2,3,3,2,2,2,2,2,4,2,2,2,4,2,2.366666667,31,4,"$90,000 - $99,999",24755,90000,1.00E+05,95000,3.837608564
600,5,5,5,5,5,5,5,5,33,1,4,4,4,4,4,1,1,1,1,4,1,1,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,1,1,2.9,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4.636363636,5,1,1,1,5,1,5,5,5,1,1,1,1,5,5,5,5,1,5,1,1,1,5,5,1,5,5,5,1,1,3,33,1,"$110,000-$119,999",12486,110000,120000,115000,9.210315553
601,2,2,1,1,1,5,4,3,29,1,2,2,3,1,3,1,2,3,3,1,1,1,1,4,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1.666666667,5,2,5,4,4,3,5,3,4,5,2,1,5,5,5,3,4,4,4,4,3,5,5,4,4,5,4,5,5,3,4,5,5,5,5,5,5,4,4,3,2,4,4,2,4.022727273,5,4,2,5,5,5,5,5,5,4,5,4,3,4,5,3,5,4,3,4,5,5,3,4,3,3,4,4,3,4,4.1,29,2,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
602,2,2,1,4,2,4,4,4,63,2,2,3,3,1,3,1,2,2,4,2,2,3,3,2,2,2,2,3,3,2,2,1,2,3,3,2,3,2,3,2.333333333,4,4,5,5,4,4,3,2,2,4,1,1,5,4,5,4,4,2,4,4,4,4,1,2,4,2,4,4,5,4,5,4,4,2,2,3,3,4,4,4,1,4,2,2,3.386363636,4,3,2,2,5,2,2,4,2,2,4,4,2,2,4,4,4,2,4,2,2,3,3,4,3,4,4,4,2,4,3.1,63,2,"$40,000 - $49,999",16072,40000,50000,45000,2.799900448
603,1,1,1,1,1,5,4,1,59,1,1,3,3,2,3,1,2,3,1,1,2,1,2,3,1,2,1,2,2,2,1,1,2,1,2,1,1,3,1,1.733333333,5,1,5,1,4,1,5,5,5,5,4,1,5,1,3,4,5,5,1,5,1,5,5,5,4,5,1,5,1,4,1,5,5,5,3,5,1,5,1,4,2,5,5,2,3.545454545,5,5,2,2,4,4,5,4,4,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3.8,59,2,"$60,000 - $69,999",16072,60000,70000,65000,4.044300647
604,1,2,1,1,1,5,4,4,44,3,3,1,2,2,3,1,2,2,4,3,2,3,2,4,1,2,3,2,3,1,1,2,1,2,2,3,3,3,3,2.3,2,1,4,4,3,2,5,5,2,4,2,1,5,4,2,4,4,5,5,4,4,4,5,2,3,2,1,4,4,3,4,5,5,2,4,4,1,4,5,4,4,4,4,3,3.477272727,4,3,2,4,3,4,3,4,3,2,4,3,4,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,2,4,3.4,44,4,"$50,000 - $59,999",24755,50000,60000,55000,2.221773379
605,3,1,1,1,2,5,5,4,56,2,2,2,2,2,1,3,1,1,4,1,2,3,3,3,2,2,2,2,2,1,2,1,1,2,2,3,2,2,3,2.033333333,4,2,5,4,3,4,5,3,2,4,4,1,5,1,4,4,5,2,4,4,4,4,5,4,3,1,1,4,3,4,4,5,5,5,4,3,3,4,3,4,5,5,3,1,3.568181818,4,3,2,3,4,4,4,4,4,4,2,4,3,3,3,3,4,3,4,4,4,4,3,3,3,4,4,3,3,3,3.433333333,56,2,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
606,4,4,4,1,2,5,5,3,68,1,2,4,4,2,4,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,4,1,1,2,1.8,2,4,5,1,4,4,5,4,4,5,5,3,5,3,4,5,5,4,1,5,5,5,5,5,5,5,5,5,3,4,4,5,5,4,5,3,4,5,3,5,4,5,4,4,4.204545455,5,4,3,4,5,4,5,5,4,4,4,2,4,4,5,4,5,3,5,4,4,4,4,5,4,5,5,5,2,4,4.166666667,68,1,"$50,000 - $59,999",11511,50000,60000,55000,4.778038398
607,1,4,1,1,1,1,3,5,28,2,2,3,4,1,2,1,2,2,2,1,3,2,3,4,1,2,1,2,2,1,3,2,1,3,2,1,1,1,1,1.933333333,4,2,5,1,4,1,5,5,4,5,4,1,5,4,4,4,5,4,1,4,1,5,4,5,3,4,2,2,4,4,1,5,4,4,3,5,2,4,4,2,1,5,5,1,3.454545455,5,5,2,2,4,2,5,5,4,2,4,4,5,4,4,4,4,3,3,5,5,5,4,3,2,4,4,2,5,4,3.8,28,2,"$140,000-$149,999",16072,140000,150000,145000,9.021901444
608,1,4,1,1,1,5,5,5,37,1,1,1,4,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.333333333,5,2,5,2,5,1,5,4,2,5,5,1,5,4,5,5,5,5,5,5,1,5,5,1,5,5,1,5,2,5,2,5,5,4,2,5,1,5,4,5,1,5,4,5,3.840909091,5,5,1,4,5,4,5,5,5,4,5,5,4,5,5,4,5,5,5,4,3,4,4,4,4,4,4,5,3,4,4.3,37,5,"$10,000 - $19,999",29854,10000,20000,5000,0.167481744
609,4,2,1,1,1,5,5,2,81,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.2,2,4,5,4,5,5,5,5,2,5,4,4,5,5,5,5,2,5,5,5,4,4,5,4,5,4,4,5,4,5,4,5,5,4,4,5,1,5,5,5,1,5,5,5,4.318181818,5,5,1,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,4,5,4.666666667,81,2,"$100,000 - $109,999",14507,1.00E+05,110000,105000,7.237885159
610,4,1,4,1,1,5,5,5,61,2,1,3,3,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,3,2,1.6,4,1,5,4,5,5,5,5,2,3,2,1,3,5,4,4,2,2,5,4,5,4,4,4,5,4,4,4,5,4,4,5,5,5,3,4,2,4,1,4,4,5,5,2,3.795454545,5,5,3,2,5,4,5,5,5,5,5,4,5,5,5,5,4,2,4,5,5,4,4,4,1,5,5,5,4,5,4.333333333,61,1,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
611,1,1,3,1,1,5,5,2,33,1,2,4,2,1,4,1,1,3,4,1,1,4,2,1,1,3,4,4,1,1,4,1,2,1,2,2,1,1,4,2.133333333,4,4,5,4,5,5,5,5,1,5,1,3,5,5,5,3,4,5,5,4,5,5,2,1,4,3,3,5,5,4,5,5,5,4,3,2,3,5,4,5,3,3,2,2,3.886363636,5,5,3,1,5,5,5,5,5,4,3,3,5,4,5,4,3,2,3,5,3,5,4,3,1,4,5,1,5,5,3.866666667,NA,NA,NA,NA,NA,NA,NA,NA
612,3,3,1,1,2,5,5,3,48,2,1,2,3,1,2,2,2,1,2,3,2,3,2,2,2,2,1,2,2,1,1,1,2,1,3,1,3,3,2,1.9,4,3,5,1,5,2,4,4,5,5,5,2,5,2,5,4,4,4,2,5,2,2,4,4,5,4,4,5,2,4,2,4,4,4,1,4,3,4,1,4,1,4,4,5,3.568181818,5,5,4,3,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,2,3.9,NA,NA,NA,NA,NA,NA,NA,NA
613,2,4,2,3,2,5,5,4,32,2,1,1,2,1,3,1,2,3,4,2,1,1,1,1,1,2,1,2,2,1,3,1,1,3,3,2,4,3,1,1.866666667,2,2,4,2,4,5,4,3,4,5,4,1,5,4,5,5,3,4,5,5,4,5,4,4,5,2,2,4,2,3,4,5,5,4,5,4,1,4,4,4,4,5,3,2,3.75,5,4,1,5,5,2,5,5,4,4,5,4,2,4,4,5,4,2,3,2,4,2,5,4,4,5,4,3,3,2,3.7,32,1,"$80,000 - $89,999",12486,80000,90000,85000,6.807624539
614,1,1,1,1,2,5,5,5,53,2,1,3,2,1,2,2,3,2,1,1,2,2,1,3,2,1,2,1,3,1,1,3,1,1,2,2,1,1,3,1.766666667,5,1,5,5,4,5,5,5,1,5,3,1,5,1,5,4,3,4,5,2,4,5,4,1,1,2,1,2,4,2,1,5,5,2,4,2,1,2,5,2,5,5,2,1,3.227272727,4,5,2,4,4,2,4,4,4,2,1,2,4,4,4,2,5,4,4,2,2,3,4,4,4,4,3,4,4,5,3.466666667,NA,NA,NA,NA,NA,NA,NA,NA
615,1,2,1,2,1,5,4,5,60,3,2,2,1,1,3,2,1,1,3,2,1,1,1,1,1,1,2,2,1,1,1,3,1,2,2,3,1,1,3,1.666666667,1,1,5,4,4,5,4,3,3,5,2,1,5,4,5,2,5,2,3,4,5,4,4,5,5,1,4,5,3,4,5,5,5,5,2,1,3,4,3,2,3,5,4,4,3.613636364,4,4,4,3,3,4,2,3,3,2,2,2,3,3,4,4,3,4,5,3,2,2,3,3,3,4,3,4,4,2,3.166666667,60,2,"$90,000 - $99,999",16072,90000,1.00E+05,95000,5.910900946
616,2,1,1,1,1,5,4,5,32,1,1,3,4,1,3,2,2,1,2,4,1,2,3,4,1,2,4,3,2,1,2,2,2,1,2,2,4,3,2,2.233333333,5,1,5,1,3,1,4,4,4,5,4,1,5,2,4,5,4,5,2,2,2,5,4,5,4,4,1,5,2,4,4,5,5,5,4,5,1,5,2,4,4,5,2,4,3.590909091,5,5,2,4,4,5,4,4,4,3,4,5,4,4,4,2,4,3,4,3,4,4,5,5,3,4,5,4,4,4,3.966666667,32,3,"$120,000-$129,999",18774,120000,130000,125000,6.658144242
617,3,3,3,3,3,3,3,3,44,4,3,4,4,3,3,2,1,2,3,4,1,1,2,4,3,2,2,4,1,2,3,2,2,1,3,1,3,1,3,2.466666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,1,2,2,4,5,2,4,5,1,5,5,1,4,5,2,5,2,5,5,5,4,2,3,2,2,2,3,2,3.3,NA,NA,NA,NA,NA,NA,NA,NA
618,4,4,3,3,3,5,5,3,35,2,2,2,2,1,2,2,2,3,3,2,2,1,3,2,4,2,2,3,2,1,2,2,1,2,4,4,4,1,1,2.2,4,1,5,3,5,3,5,3,4,5,4,1,5,4,5,4,5,3,4,4,5,5,3,3,5,4,4,5,5,4,5,5,3,3,5,5,2,5,3,5,5,4,3,4,4.022727273,5,3,1,2,4,4,3,5,5,3,5,3,2,4,5,5,4,1,5,1,1,1,4,5,1,5,5,5,1,1,3.3,35,2,"$50,000 - $59,999",16072,50000,60000,55000,3.422100548
619,3,1,1,1,1,5,4,5,54,1,1,2,2,1,3,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1.433333333,3,2,5,4,4,5,5,5,3,5,4,1,5,4,4,3,4,5,4,4,5,4,5,4,5,3,4,5,4,5,4,5,5,4,4,1,1,5,4,5,1,3,5,5,3.977272727,5,3,4,3,4,3,4,4,4,3,3,2,4,3,4,3,4,5,5,4,5,5,3,4,4,5,4,4,3,4,3.833333333,54,4,"$200,000-$249,999",24755,2.00E+05,250000,225000,9.089072915
620,3,3,2,2,1,5,5,1,67,3,2,2,4,2,2,4,2,3,1,1,3,1,3,3,1,3,2,2,3,1,1,1,1,1,3,2,1,2,2,2.066666667,5,3,3,1,5,1,5,2,5,5,4,2,5,4,3,4,5,2,4,4,1,5,2,5,4,3,1,5,3,4,2,5,5,5,4,5,1,3,3,4,3,5,2,4,3.545454545,4,4,2,2,4,4,5,3,4,3,5,3,5,4,4,4,4,1,4,5,5,5,4,4,2,4,3,3,5,3,3.733333333,67,2,"$200,000-$249,999",14507,2.00E+05,250000,225000,15.50975391
