subID,HP1,HP2,HP3,HP4,HP5,HP6,HP7,HP8,Age,BIS1,BIS2,BIS3,BIS4,BIS5,BIS6,BIS7,BIS8,BIS9,BIS10,BIS11,BIS12,BIS13,BIS14,BIS15,BIS16,BIS17,BIS18,BIS19,BIS20,BIS21,BIS22,BIS23,BIS24,BIS25,BIS26,BIS27,BIS28,BIS29,BIS30,BIS_score,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,BFI_C_score,P_Q1TP,P_Q2RCS,P_Q3RTP,P_Q4RCS,P_Q5CS,P_Q6RMF,P_Q7TP,P_Q8CS,P_Q9MF,P_Q10RMF,P_Q11RTP,P_Q12RCS,P_Q13RMF,P_Q14TP,P_Q15CS,P_Q16MF,P_Q17CS,P_Q18RCS,P_Q19MF,P_Q20RTP,P_Q21RCS,P_Q22RMF,P_Q23TP,P_Q24MF,P_QR25TP,P_Q26CS,P_Q27MF,P_Q28TP,P_Q29RMF,P_Q30RTP,Planfulness_score,Age,SES1,SES2,threshold,minincome,maxincome,adj_inc,INR
193,1,3,1,2,1,5,4,3,69,2,3,3,3,1,2,4,3,2,4,1,2,4,2,3,1,3,1,2,3,2,2,1,1,2,1,3,1,4,2,2.266666667,4,4,5,1,3,3,5,5,2,4,2,1,3,4,3,3,4,5,4,3,2,5,5,4,1,3,2,4,3,3,1,5,5,2,3,4,2,4,3,3,3,4,5,2,3.318181818,4,4,2,4,4,4,3,4,4,5,2,5,5,3,4,4,4,1,4,3,4,4,2,3,2,1,4,4,4,2,3.433333333,69,3,"$20,000 - $29,999",18774,20000,30000,25000,1.331628848
194,1,2,1,1,1,5,4,5,61,1,2,3,2,1,4,1,2,2,4,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,3,2,1,1,1,1.633333333,3,4,5,4,5,4,4,3,1,5,2,1,5,5,3,2,4,5,5,5,3,2,5,2,4,4,2,5,4,5,1,2,5,2,2,2,4,5,2,4,1,4,4,5,3.5,5,4,4,5,4,3,4,4,4,4,4,5,3,4,4,3,4,5,5,4,4,4,4,4,5,4,4,4,4,5,4.133333333,NA,NA,NA,NA,NA,NA,NA,NA
195,2,1,1,1,1,4,4,3,32,2,1,3,4,1,3,3,2,2,3,1,2,4,1,4,1,2,1,2,3,1,3,1,1,1,1,2,1,1,3,2,3,2,4,1,3,3,3,5,3,4,1,1,4,2,3,3,4,5,4,5,4,5,3,4,4,2,1,4,1,4,4,5,3,4,3,3,1,4,3,4,4,4,3,3,3.25,4,3,2,2,4,3,4,4,5,4,3,5,4,4,4,3,4,3,4,4,5,4,4,4,3,2,3,2,4,5,3.633333333,32,1,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
196,3,3,3,3,3,3,3,3,62,2,1,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,3,1,2,2,2,1,2,2,2,3,3,2.033333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,62,1,"$20,000 - $29,999",12486,20000,30000,25000,2.002242512
197,4,4,3,3,3,3,3,2,51,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,2,2,3,2,3,3,2,3,3,3,2,2,2.366666667,3,3,4,3,3,4,4,3,3,3,4,3,3,3,3,2,3,2,3,3,4,3,3,2,3,4,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3.136363636,4,4,2,3,2,3,3,3,3,3,2,3,4,3,3,4,4,2,3,3,3,3,3,3,3,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
198,1,4,1,1,1,5,4,4,61,2,2,3,2,2,3,1,2,3,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,4,2,1,2,2,1.8,5,2,4,1,5,2,5,2,4,5,4,1,5,2,5,5,5,4,4,5,2,5,4,4,5,4,1,5,1,5,1,5,4,4,3,5,1,5,2,5,1,5,4,4,3.636363636,5,4,4,5,5,4,5,5,5,5,5,4,4,5,5,4,4,2,5,5,5,5,4,5,4,5,5,4,3,5,4.5,61,1,"$70,000 - $79,999",12486,70000,80000,75000,6.006727535
199,1,3,1,1,4,5,5,5,56,2,2,2,1,1,1,1,2,3,1,1,3,2,2,2,1,1,1,2,3,1,2,2,1,2,1,2,1,1,2,1.633333333,1,1,5,4,4,4,4,3,2,4,2,1,5,4,3,3,5,2,5,3,4,2,4,4,4,2,2,5,4,2,4,4,4,3,1,3,4,3,5,4,2,3,3,1,3.227272727,5,3,2,2,4,4,3,5,5,3,1,2,4,3,4,3,4,3,4,3,3,4,4,5,3,4,4,5,4,4,3.566666667,56,1,"$20,000 - $29,999",12486,20000,30000,25000,2.002242512
200,1,3,1,2,1,5,5,4,56,2,1,3,3,1,2,2,1,1,2,1,2,3,1,1,1,2,3,2,2,1,1,1,2,2,2,1,1,1,2,1.666666667,4,2,4,2,4,4,4,4,4,5,4,1,5,3,5,4,4,3,3,4,4,4,5,4,4,1,2,4,2,5,4,5,4,4,3,4,2,5,4,5,5,5,2,4,3.727272727,5,4,3,4,5,5,4,5,5,5,5,2,4,4,4,5,5,2,5,2,4,4,5,4,2,5,4,4,4,4,4.1,56,3,"$90,000 - $99,999",18774,90000,1.00E+05,95000,5.060189624
201,3,4,3,3,4,4,4,4,25,2,2,3,3,2,3,2,3,2,2,3,3,3,3,3,2,2,3,2,2,2,2,3,2,3,2,3,3,2,3,2.5,3,3,2,3,4,4,3,4,3,3,3,4,3,3,4,4,4,2,4,3,4,3,3,3,4,4,4,3,3,3,4,3,4,4,3,4,4,3,3,3,4,4,3,4,3.409090909,4,3,2,2,3,2,4,4,3,2,2,3,2,4,4,4,4,3,4,2,2,3,4,4,2,3,4,4,2,3,3.066666667,25,3,"$150,000-$159,999",18774,150000,160000,155000,8.25609886
202,3,2,1,3,2,5,5,4,60,2,2,3,3,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,3,1,2,1,2,1,2,2,1,2,2,1.866666667,5,3,4,1,3,1,5,3,4,3,4,3,4,3,3,4,4,4,2,4,2,4,5,4,4,4,1,4,2,3,1,5,5,5,2,4,1,4,2,4,3,4,4,2,3.318181818,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,3.866666667,60,2,"$100,000 - $109,999",16072,1.00E+05,110000,105000,6.533101045
203,4,2,1,1,1,5,5,2,40,1,1,4,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,3,2,1,1,3,1,1,1,1.466666667,5,2,5,1,5,4,5,4,4,5,5,1,5,2,4,5,5,5,1,4,3,5,5,5,5,5,1,5,2,5,2,5,5,5,5,5,1,5,1,4,2,5,4,4,3.886363636,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4.8,40,3,"$90,000 - $99,999",18774,90000,1.00E+05,95000,5.060189624
204,3,2,1,1,1,5,4,3,19,1,2,3,3,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1.5,3,3,5,1,5,3,3,3,4,5,4,1,5,1,4,4,3,3,4,5,3,5,3,3,5,1,3,4,4,5,4,5,4,4,3,4,1,4,5,5,1,5,4,5,3.613636364,4,5,3,3,5,3,5,5,5,2,5,3,3,4,4,2,5,4,5,3,3,2,3,3,4,4,3,2,2,5,3.633333333,19,3,"$50,000 - $59,999",18774,50000,60000,55000,2.929583466
205,2,1,1,1,1,4,4,5,55,2,1,3,3,1,2,2,2,2,3,1,3,2,1,3,1,2,2,2,2,1,2,1,1,1,2,3,1,3,3,1.933333333,4,2,5,1,4,4,5,4,4,4,2,2,5,2,4,4,4,5,1,4,4,4,4,4,4,5,2,5,2,4,2,5,5,5,2,4,2,4,2,4,4,5,4,4,3.636363636,1,5,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3.866666667,55,2,"$80,000 - $89,999",16072,80000,90000,85000,5.288700846
206,1,1,1,1,1,5,5,5,71,3,2,3,3,2,2,2,2,2,3,3,2,3,2,4,1,2,2,2,2,1,2,2,1,1,2,2,3,3,2,2.2,4,2,4,1,3,4,5,4,3,4,3,1,5,3,2,3,5,5,1,2,3,4,5,4,1,2,2,4,1,3,2,5,4,4,2,4,1,4,2,3,4,4,4,1,3.113636364,4,3,2,2,4,3,4,3,3,3,2,4,4,4,4,4,4,3,4,4,3,4,4,3,3,4,3,3,4,2,3.366666667,71,1,"$30,000 - $39,999",11511,30000,40000,35000,3.04056989
207,2,4,1,1,1,5,5,5,25,3,1,2,2,1,3,2,1,4,4,2,3,4,2,3,2,3,2,1,3,1,2,3,2,2,1,3,1,2,2,2.233333333,4,1,4,2,5,4,5,2,4,2,3,1,5,2,5,4,5,4,4,5,1,5,2,4,4,2,1,3,3,4,4,5,4,4,5,5,2,2,4,5,1,5,2,2,3.409090909,5,4,1,2,4,2,3,4,3,4,5,2,3,2,4,4,4,4,4,2,5,5,5,4,2,3,4,4,4,4,3.533333333,25,2,"$50,000 - $59,999",16072,50000,60000,55000,3.422100548
208,4,4,4,2,2,4,4,2,24,2,2,3,2,1,3,2,2,3,3,2,3,2,2,2,2,2,2,2,3,2,2,1,2,1,1,1,2,1,1,1.966666667,5,2,5,4,5,3,4,2,4,5,2,4,5,4,5,4,4,2,4,5,2,4,4,3,4,4,2,4,4,5,4,4,4,4,3,4,2,4,4,4,2,4,2,4,3.704545455,5,4,2,4,5,2,2,4,4,2,5,2,4,2,4,2,4,4,4,2,4,4,2,4,4,4,2,4,4,3,3.4,24,4,"$40,000 - $49,999",24755,40000,50000,45000,1.817814583
209,1,2,1,1,1,5,4,5,57,3,1,3,4,1,2,3,3,2,3,1,3,1,1,3,2,1,1,2,2,1,2,1,1,1,1,2,1,3,3,1.933333333,2,1,5,1,4,4,5,5,4,4,4,1,5,1,3,4,4,5,2,4,4,5,5,4,4,3,2,5,1,4,4,5,5,4,4,3,1,4,1,4,4,5,5,2,3.545454545,4,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,2,3,4,4,4,4,3.7,57,2,"$100,000 - $109,999",16072,1.00E+05,110000,105000,6.533101045
210,1,1,1,1,4,3,5,5,73,1,1,3,3,2,1,4,1,2,4,4,2,2,2,4,1,2,3,2,2,2,2,1,1,3,1,4,4,2,4,2.333333333,1,4,5,4,3,5,5,4,4,2,5,1,5,4,2,5,4,5,5,4,5,5,5,2,2,1,1,5,4,1,5,5,5,5,5,1,4,5,1,3,5,4,5,1,3.681818182,4,2,2,2,4,1,4,4,4,4,5,3,5,2,3,2,4,2,4,2,3,2,3,2,2,3,2,5,3,2,3,73,2,"$20,000 - $29,999",14507,20000,30000,25000,1.72330599
211,4,5,5,4,5,5,5,5,18,2,4,2,3,4,4,2,1,2,1,4,2,2,3,1,3,3,4,3,1,3,4,3,4,3,4,4,3,1,2,2.733333333,5,4,5,5,5,5,4,1,4,4,4,5,4,5,4,5,4,1,4,5,5,4,1,4,4,4,5,4,5,4,4,5,4,5,4,5,4,5,5,4,4,5,2,5,4.181818182,4,2,1,2,5,2,5,4,5,2,1,2,1,4,5,4,5,2,5,2,2,1,4,5,2,5,4,5,2,1,3.133333333,18,3,"$250,000-$299,999",18774,250000,3.00E+05,275000,14.64791733
212,2,2,2,2,1,4,5,4,73,3,1,2,1,1,3,2,2,2,2,3,3,2,2,4,1,2,3,1,3,1,3,2,1,1,2,4,2,1,2,2.066666667,2,4,4,2,3,5,4,4,3,4,3,2,5,4,4,3,3,4,4,3,4,4,4,4,3,2,3,4,3,4,4,4,4,4,3,4,2,4,4,2,5,5,4,4,3.590909091,5,3,2,2,3,4,4,4,4,2,3,4,4,4,4,3,4,2,4,4,2,3,4,3,2,4,3,3,4,2,3.3,73,2,"$110,000-$119,999",14507,110000,120000,115000,7.927207555
213,3,1,3,1,2,5,4,3,31,2,1,3,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,3,1,1.533333333,2,4,4,3,3,4,4,5,5,5,2,1,5,3,4,3,4,4,1,1,4,3,5,5,4,5,3,4,4,2,4,4,5,5,4,3,4,5,2,5,5,4,4,2,3.681818182,5,5,3,4,5,4,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4.4,31,3,"$150,000-$159,999",18774,150000,160000,155000,8.25609886
214,3,3,3,3,3,3,4,3,33,2,1,2,2,1,2,2,2,2,3,2,2,2,1,3,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1.933333333,4,3,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,3,4,3,3,3,4,3,4,3.545454545,4,3,2,3,4,3,4,4,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,4,3,4,3,3,3.266666667,33,2,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
215,1,1,1,1,1,5,5,5,66,2,1,3,4,1,2,1,1,2,3,1,1,1,1,3,1,2,2,2,1,1,1,1,2,1,2,3,1,2,2,1.7,4,1,5,1,5,4,5,5,5,5,4,1,5,1,5,4,5,5,1,5,3,2,5,5,5,4,2,5,4,4,4,5,5,5,2,5,1,5,1,5,2,5,5,1,3.772727273,5,5,4,4,4,5,4,4,4,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4.166666667,66,2,"$130,000-$139,999",14507,130000,140000,135000,9.305852347
216,1,2,2,1,1,5,4,4,25,2,2,3,1,2,3,2,2,3,4,4,2,2,2,2,3,1,3,2,2,3,2,3,3,3,3,3,4,2,3,2.533333333,2,2,4,5,4,4,5,3,2,4,3,1,4,4,4,2,5,2,4,4,4,5,4,1,5,1,1,4,4,4,5,5,4,4,1,3,2,4,4,4,4,4,2,4,3.431818182,4,2,2,2,4,2,4,4,4,3,4,1,2,4,4,4,4,2,4,2,2,4,4,4,5,4,4,4,4,4,3.366666667,25,3,"$30,000 - $39,999",18774,30000,40000,35000,1.864280388
217,5,5,5,1,1,5,5,1,42,2,1,4,3,1,1,1,1,2,1,4,1,1,4,1,1,3,1,3,2,4,4,4,4,2,4,4,3,1,2,2.333333333,5,1,5,1,4,4,5,2,3,5,5,1,4,1,5,5,5,5,1,5,5,5,5,5,5,4,1,5,1,5,1,4,1,4,5,5,5,5,1,1,1,4,5,5,3.636363636,4,1,3,1,4,2,5,5,5,1,2,5,1,5,5,5,5,1,5,1,5,2,5,4,3,5,5,4,1,1,3.366666667,42,4,"$20,000 - $29,999",24755,20000,30000,25000,1.009896991
218,1,2,1,1,1,5,5,4,50,2,2,3,4,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1.6,3,4,5,1,5,4,5,5,5,5,2,1,5,2,4,4,1,5,1,4,4,3,5,4,4,4,1,5,1,2,2,5,5,4,2,2,1,5,1,4,5,4,4,1,3.386363636,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3.933333333,50,2,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
219,4,1,1,1,1,5,5,4,26,2,2,4,4,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,3,4,2,2,1,1,1,1,1.7,4,2,5,5,5,5,5,4,1,5,1,1,5,5,5,4,5,2,5,1,4,5,4,1,3,5,5,5,4,4,4,5,5,4,5,2,4,5,5,5,2,5,4,5,3.977272727,4,4,1,4,5,5,5,4,5,5,5,4,4,4,4,3,4,5,5,5,2,5,5,5,4,4,5,5,4,5,4.3,26,4,"$40,000 - $49,999",24755,40000,50000,45000,1.817814583
220,1,1,1,1,1,5,5,5,59,1,1,1,3,1,1,1,1,2,2,1,1,2,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1.333333333,4,1,5,1,4,4,5,5,4,4,4,1,5,3,3,4,4,5,4,4,4,5,5,5,4,1,1,5,2,4,4,5,5,5,4,3,1,5,2,4,1,5,4,3,3.659090909,5,5,2,3,5,4,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,5,4,5,2,2,4,2,4,5,4,59,2,"$140,000-$149,999",16072,140000,150000,145000,9.021901444
221,4,2,1,1,1,5,5,5,77,2,3,3,4,1,2,1,1,2,1,1,2,2,2,3,1,2,1,2,2,1,2,1,2,1,3,2,1,1,2,1.8,5,2,5,2,4,3,5,4,4,5,5,1,5,2,3,5,5,5,3,4,1,5,4,4,4,5,1,5,2,5,1,5,4,4,3,5,1,4,3,4,2,5,3,4,3.659090909,4,4,4,4,5,3,4,4,4,4,4,5,4,4,4,4,4,3,4,5,4,4,4,4,3,4,4,2,5,4,3.966666667,77,2,"$140,000-$149,999",14507,140000,150000,145000,9.995174743
222,4,4,1,4,1,5,4,4,25,2,2,2,3,2,3,3,2,2,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2.133333333,4,4,5,4,4,2,5,4,4,5,4,1,5,4,5,5,4,2,5,5,4,4,4,1,4,1,1,4,4,5,4,5,4,4,4,4,1,4,4,4,1,5,2,5,3.727272727,5,2,1,2,4,3,4,4,4,2,5,2,2,4,4,4,4,2,4,2,2,2,4,4,2,4,4,4,4,5,3.3,25,2,"$40,000 - $49,999",16072,40000,50000,45000,2.799900448
223,4,4,3,2,4,1,5,1,19,2,2,2,1,2,3,3,1,2,1,2,3,4,2,3,3,2,2,2,2,1,2,2,3,1,4,3,2,1,4,2.233333333,1,4,5,3,5,5,4,4,5,5,4,1,5,5,4,3,1,5,2,5,5,1,4,5,5,1,5,5,2,5,5,4,4,5,4,1,4,5,2,5,1,3,1,5,3.704545455,5,3,3,3,4,4,3,4,4,1,3,4,4,3,4,2,3,4,4,2,2,3,4,3,4,5,2,4,2,2,3.266666667,19,4,"$30,000 - $39,999",24755,30000,40000,35000,1.413855787
224,3,4,1,1,1,5,5,5,65,2,1,2,2,3,2,1,2,2,2,3,2,3,1,3,1,1,1,2,3,1,1,3,3,1,2,2,3,1,2,1.933333333,4,3,5,1,5,3,4,4,1,5,4,1,5,1,4,5,3,4,5,5,5,4,5,4,4,3,2,5,2,5,4,5,4,2,5,2,1,5,5,5,1,5,5,3,3.704545455,3,3,3,2,4,2,4,4,4,2,3,2,3,3,4,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3.066666667,65,2,"$20,000 - $29,999",14507,20000,30000,25000,1.72330599
225,4,2,2,2,1,5,4,2,31,2,3,3,3,1,3,4,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,1,2,1,2,2,1,4,3,2.133333333,5,3,4,2,3,2,5,4,4,4,4,2,4,4,4,4,4,1,4,4,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,5,2,3,4,4,4,4,2,4,3.568181818,5,5,3,4,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,5,4,4.133333333,31,2,"$100,000 - $109,999",16072,1.00E+05,110000,105000,6.533101045
226,1,1,1,2,1,5,2,2,39,2,2,1,3,1,1,2,1,3,2,4,2,1,2,3,1,2,2,2,2,1,3,1,2,1,2,2,4,2,2,1.966666667,4,2,5,1,2,5,5,5,4,5,1,1,5,2,2,4,5,5,2,1,4,5,5,2,2,2,2,5,4,5,5,4,5,4,4,4,4,5,4,3,2,4,1,4,3.522727273,5,4,2,4,4,4,4,4,4,2,4,2,4,2,4,4,4,4,4,4,4,4,5,4,4,3,4,4,5,4,3.8,39,2,"$30,000 - $39,999",16072,30000,40000,35000,2.177700348
227,3,3,3,4,5,5,4,5,41,2,4,3,4,3,4,2,2,4,3,1,2,3,4,2,1,3,3,3,2,1,3,2,1,1,1,1,1,2,2,2.333333333,1,4,4,2,2,4,4,2,2,4,3,1,4,3,1,3,5,1,4,3,5,4,2,2,1,1,1,3,4,1,5,4,3,2,3,1,1,1,5,3,4,4,1,1,2.704545455,4,3,2,2,3,2,3,4,4,2,3,2,3,4,4,3,3,3,3,2,2,2,4,4,2,4,3,3,2,4,2.966666667,41,3,"$40,000 - $49,999",18774,40000,50000,45000,2.396931927
228,5,4,5,5,4,2,2,3,32,3,2,4,2,1,3,3,4,3,4,1,3,3,3,3,3,3,2,3,2,1,2,1,1,2,1,1,1,4,3,2.4,5,5,3,3,1,3,3,3,1,3,3,4,3,3,3,2,2,2,4,5,1,1,1,1,3,3,5,2,5,3,2,2,1,2,3,2,3,3,3,3,3,2,2,5,2.772727273,4,2,2,5,3,5,4,4,3,4,4,2,3,4,3,3,4,3,2,3,3,3,3,2,3,3,4,3,3,5,3.3,32,2,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
229,2,4,1,1,1,5,4,1,25,3,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,1,4,3,2,2,2,2,2.2,2,2,4,2,4,4,4,4,4,4,4,2,4,2,4,4,3,4,5,5,5,5,4,5,4,3,4,4,1,4,4,5,4,4,2,3,1,3,3,4,4,4,4,4,3.613636364,4,4,2,2,3,4,4,4,4,5,3,2,2,4,4,3,4,2,4,4,4,4,4,4,4,3,4,4,4,4,3.566666667,25,3,"$20,000 - $29,999",18774,20000,30000,25000,1.331628848
230,3,3,5,3,1,5,3,3,25,1,3,4,4,4,4,1,1,3,4,3,4,4,4,2,3,3,2,3,1,1,1,4,1,1,1,2,1,3,3,2.533333333,5,1,5,1,5,4,5,1,3,5,5,3,5,3,5,5,5,3,5,5,2,5,2,4,3,3,3,4,4,4,3,5,3,5,4,5,4,1,3,4,5,2,1,5,3.704545455,4,4,2,1,5,4,4,4,4,2,5,2,3,4,4,4,4,3,3,3,3,2,4,3,3,3,4,4,4,2,3.366666667,25,2,"$30,000 - $39,999",16072,30000,40000,35000,2.177700348
231,3,2,1,1,1,4,5,1,40,1,1,4,2,1,4,1,1,1,3,4,3,2,3,2,2,2,2,2,1,1,2,1,2,4,4,2,4,3,2,2.233333333,5,4,5,2,3,1,4,4,2,4,4,1,5,4,4,4,2,5,4,4,1,4,5,4,2,5,2,5,5,4,1,5,5,4,5,5,2,5,4,4,4,4,4,4,3.727272727,5,5,2,5,5,3,4,5,5,3,5,5,5,4,4,2,5,4,4,4,5,5,5,5,4,5,5,4,1,5,4.266666667,40,4,"$90,000 - $99,999",24755,90000,1.00E+05,95000,3.837608564
232,2,2,1,1,2,5,5,4,37,2,1,2,3,1,2,2,2,3,2,1,2,3,1,3,1,1,1,1,2,1,2,2,1,1,1,2,1,2,3,1.733333333,2,1,4,2,3,4,4,3,4,3,3,1,5,3,3,3,5,4,3,3,5,4,4,4,3,2,2,4,3,3,5,4,4,3,4,3,1,4,2,3,3,4,4,3,3.272727273,4,4,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,4,3,3.6,37,3,"$20,000 - $29,999",18774,20000,30000,25000,1.331628848
233,1,4,1,1,1,1,5,4,69,2,2,3,2,1,2,2,3,2,4,1,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2,3,1,1,3,2,4,4,5,2,4,2,4,2,2,4,4,2,5,2,4,4,2,4,4,4,4,2,4,4,4,2,2,4,4,4,4,2,4,2,1,2,4,4,2,4,1,3,2,4,3.204545455,5,4,2,4,4,3,2,4,3,2,2,2,4,4,3,2,3,4,4,2,4,3,4,3,4,4,3,4,2,2,3.2,69,2,"$40,000 - $49,999",14507,40000,50000,45000,3.101950782
234,1,1,3,1,1,5,5,5,66,1,1,4,1,1,1,1,1,1,1,2,1,1,2,4,1,1,2,1,1,1,1,4,1,1,1,4,1,4,4,1.7,1,5,5,1,3,5,4,5,4,1,5,1,5,4,1,1,5,5,4,2,5,5,5,5,3,3,4,5,1,1,1,4,5,4,5,1,4,5,2,1,5,5,5,1,3.454545455,4,3,2,4,4,3,4,3,3,3,2,5,5,3,3,4,3,5,4,3,5,3,4,3,3,3,3,3,3,2,3.4,66,2,"$20,000 - $29,999",14507,20000,30000,25000,1.72330599
235,2,2,2,2,2,4,4,4,18,1,2,2,2,2,2,1,2,2,3,2,1,3,2,3,2,2,3,2,2,1,2,3,2,3,2,3,2,3,3,2.166666667,2,4,5,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,2,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,4,4,2,2,4,4,2,3.340909091,4,4,2,4,4,2,4,4,4,2,4,2,2,4,4,2,4,2,2,2,2,4,2,2,2,4,2,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA
236,2,4,1,1,2,5,4,4,66,2,3,2,1,2,3,2,3,3,2,3,2,3,3,4,1,2,2,3,3,1,2,2,1,2,3,2,3,4,3,2.4,2,4,4,3,4,4,4,2,2,4,2,4,4,4,2,3,3,2,4,4,3,4,4,2,2,3,3,3,4,4,4,4,4,2,4,2,3,4,4,2,3,4,2,3,3.227272727,4,3,2,4,3,2,4,3,3,2,4,4,3,3,3,2,4,2,3,2,2,4,3,4,3,2,2,4,2,4,3,66,2,"$140,000-$149,999",14507,140000,150000,145000,9.995174743
237,1,4,1,1,1,5,4,1,47,2,2,2,4,2,1,1,1,3,1,1,2,1,2,3,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1.6,3,2,5,2,4,3,5,3,4,4,4,1,5,4,4,5,5,5,2,4,3,5,5,5,4,3,1,5,1,2,4,5,5,4,2,2,1,5,2,3,4,5,2,1,3.477272727,5,3,3,4,5,5,5,5,5,4,4,4,4,4,4,3,4,3,3,3,3,3,5,5,3,3,5,4,4,4,3.966666667,47,3,"$80,000 - $89,999",18774,80000,90000,85000,4.527538085
238,2,4,1,1,2,2,4,4,55,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,1,2,2,2,1,3,3,3,4,3,2.266666667,2,1,5,4,4,4,4,3,4,4,2,1,5,3,4,3,4,2,3,4,4,4,2,4,4,1,2,4,3,2,4,4,4,4,4,3,2,4,2,4,4,4,3,1,3.25,4,4,3,4,4,2,4,4,4,3,2,3,3,3,4,4,4,3,4,2,3,3,4,4,3,4,3,4,3,2,3.366666667,55,5,"$70,000 - $79,999",29854,70000,80000,75000,2.512226167
239,2,3,2,2,2,5,3,4,28,2,2,3,3,2,4,2,2,3,3,2,3,2,3,2,3,3,2,3,3,1,3,1,2,2,3,2,2,3,2,2.433333333,5,3,5,4,4,2,4,3,3,4,3,2,4,2,4,4,5,5,4,4,1,5,3,4,4,3,2,5,4,4,3,4,5,3,3,5,3,4,3,4,4,4,2,3,3.613636364,4,2,3,3,4,2,4,4,4,2,3,4,2,4,4,4,4,2,4,3,3,3,3,3,3,3,3,4,3,4,3.266666667,28,3,"$10,000 - $19,999",18774,10000,20000,5000,0.26632577
